,episode,total_reward,average_loss
0,1,0.17544118574501905,42.5962866028743
1,2,0.03365625304428949,26.866275766281166
2,3,0.15480642139875223,7.063424177091531
3,4,0.01383290048259316,8.266033069202393
4,5,0.035706926462140465,12.02661890574176
5,6,0.14274956714925985,8.78525236805882
6,7,0.16304220783637915,8.944755694029308
7,8,0.03982300388818748,11.496833339333534
8,9,0.060052188608016185,11.523590097072148
9,10,0.16690430500338424,8.189246640136146
10,11,0.1116873858050233,7.2599806480034434
11,12,0.06273772251394891,12.19990135398176
12,13,0.1902971862576142,6.4461072856428645
13,14,0.1442766354737205,9.191968755288558
14,15,0.02279279707699889,8.942125005703984
15,16,0.00952231850575301,10.781464034860784
16,17,-0.10379771525016897,14.542443104163565
17,18,0.03878433149552668,9.854968289383734
18,19,0.011904641712309712,10.278780560902876
19,20,0.07789778746281731,10.556212158215166
20,21,0.005908706148583064,10.001415433305683
21,22,-0.022435197197006988,12.731990439723237
22,23,0.05454212365914776,11.663653625081285
23,24,0.16612917275524536,16.49865595048124
24,25,0.06849246036807326,10.117761417621313
25,26,0.11803264795089896,15.056617008164675
26,27,0.1957411015677877,12.983829831083616
27,28,0.051007094816603246,17.68913871651948
28,29,0.10661216937965311,16.550471269121072
29,30,0.13357875186908857,17.86202903438096
30,31,0.009660305515979328,13.912636459174783
31,32,0.11370412468433796,16.39915213109267
32,33,0.1121250241417407,16.45979305168595
33,34,0.03777934110970813,16.52736270277187
34,35,0.03308037516565163,22.152943578332362
35,36,0.015578078451237386,18.608077858734614
36,37,0.026486964918866512,16.468061311076386
37,38,0.065606589753215,25.777149084541534
38,39,0.07440954792089693,22.814029245063512
39,40,0.14432823484111665,19.012389543381605
40,41,0.09703392257395319,19.324662937359378
41,42,0.13724763107293791,21.621262239085304
42,43,-0.031758633935934706,18.640860687301615
43,44,0.10863908131423444,23.408690601286263
44,45,0.10863526940965532,18.651795414361086
45,46,0.1836086219713518,18.99725827093076
46,47,0.06787029825219983,26.423378361897036
47,48,0.10801994957869082,21.142655022216566
48,49,0.09943290048259307,18.59155815719354
49,50,0.1018166547020834,30.157966357288938
50,51,0.016123508951575792,17.275090883175533
51,52,0.01858772251394885,27.80890540763585
52,53,0.1547929654314615,17.35108481061579
53,54,-0.05579577917384715,13.251732710033956
54,55,0.14564355467208118,13.555188443323578
55,56,0.2086393218813452,16.489021860589883
56,57,-0.02780018031904598,9.743046801499647
57,58,0.08080294620309855,12.63059290220039
58,59,0.15154618809542103,16.331729502087892
59,60,0.034980868264456524,11.990522413542777
60,61,0.10814025979547383,9.335944263170465
61,62,0.2514166547020835,10.24097332749704
