,episode,total_reward,average_loss
0,1,0.34183886980224243,2.868773469011393
1,2,0.3384766860650891,1.8357263036923321
2,3,0.3111496634611342,3.3099179817344955
3,4,0.36043732581204774,7.657900182242861
4,5,0.3451925230090553,11.576969107788408
5,6,0.32817297995902106,11.976057618796705
6,7,0.3306264840397341,10.429801349500138
7,8,0.3671036894406819,7.127199431519231
8,9,0.3701019169329892,8.664754323198466
9,10,0.3461596297902417,5.939648789557104
10,11,0.3610660463181309,4.3277028249334055
11,12,0.37059255907286437,6.322930471743933
12,13,0.37305743400347546,4.21165177800911
13,14,0.3428636894406811,4.3779479155992576
14,15,0.3311168231415758,4.094744142928797
15,16,0.386543174720597,5.11904439898973
16,17,0.3500434729727966,4.443628396069956
17,18,0.34445223680646836,3.0547717064917683
18,19,0.380910598982346,5.94953488664541
19,20,0.3551795503988435,4.851859639717905
20,21,0.3542409501338011,7.1257691457270385
21,22,0.3421608010077017,4.040492102772535
22,23,0.37352839601683013,4.813283545571661
23,24,0.39299022381669474,3.8639797976834025
24,25,0.3701392257395307,4.471633616446672
25,26,0.3487064166979487,5.329282902718665
26,27,0.3804323065411703,4.197958059310316
27,28,0.34106555809018874,3.1199320535322945
28,29,0.38838073366591613,3.133262523354772
29,30,0.39782432192386025,3.545706608565991
30,31,0.40679509874730546,2.1328592826957573
31,32,0.3549880424724584,2.9862183091232555
32,33,0.41413822766236724,3.033056641971778
33,34,0.38953027432303317,3.488733627484413
34,35,0.35542296312357446,5.12848725534214
35,36,0.32626426902460465,3.9387497742602484
36,37,0.4080330160228303,3.461946779671676
37,38,0.3879621381867071,3.24687329452776
38,39,0.4259047788738262,2.816255005468467
39,40,0.424248434473556,2.984096158796059
40,41,0.4410322560348309,3.3936967472424486
41,42,0.39316919206863826,3.0368138885271097
42,43,0.4560898029305376,2.5194217177604386
43,44,0.41722186881956685,2.22627537236185
44,45,0.416102919795986,3.329873094428517
45,46,0.3973574340034754,2.7020878575757177
46,47,0.4384742209111828,2.938926155199269
47,48,0.4336886004351016,2.1703413463009142
48,49,0.461542229542689,2.3570828414214158
49,50,0.4414259982047086,2.642026258733325
50,51,0.4168800265771721,3.1909569821400727
51,52,0.35916540417825554,3.479239272629331
52,53,0.41353322522693575,2.885248582728043
53,54,0.41284281399747486,3.481399042931253
54,55,0.4257285234366208,3.4310596439845575
55,56,0.4373717317430801,2.1690234393329324
56,57,0.41862733299079796,2.4653734782624817
57,58,0.428471005425973,2.584110329767506
58,59,0.44310235944042503,2.012369757768267
59,60,0.4493564383192285,2.006563060732189
60,61,0.4641096682469672,1.559256655479481
61,62,0.4581821405796239,1.6659209260899939
62,63,0.45316112566701383,1.664972050440216
63,64,0.431112003503137,1.7733342725268466
64,65,0.5083218736053996,1.643114138566301
65,66,0.4735326312004827,1.2021804245819667
66,67,0.5074326817068213,1.2946147783724722
67,68,0.4855226312004824,1.5846925595092152
68,69,0.4769950674693298,1.3720687130514628
69,70,0.4476309549196342,1.355582971633496
70,71,0.44503880724629097,1.0827572759696262
71,72,0.457475457077511,1.1143453782853598
72,73,0.5133124628460197,1.4358987710429336
73,74,0.5098730737079192,1.1750103241590435
74,75,0.46298124590805445,1.1366093508182522
75,76,0.5039501636536589,1.3446709409613677
76,77,0.47549339118848194,2.2364466007470427
77,78,0.4726796393619084,1.6083096157841548
78,79,0.4890082492836466,1.592423045738994
79,80,0.466551868819567,1.480517338625415
80,81,0.44247640225541995,1.9356661867163703
81,82,0.4576309789338303,1.8164621542631565
82,83,0.4298575710799623,1.4027910274948052
83,84,0.5104231266071745,1.6709119931669656
84,85,0.49935723437103685,1.5300177083591482
85,86,0.5110350554197163,1.175229381558995
86,87,0.5112861040032197,1.45992597814403
87,88,0.4816277923336806,1.550118448179148
88,89,0.49422051959094787,1.4853395392412772
89,90,0.4586766571800295,1.3709798309698193
90,91,0.5271497572100322,1.4830680339035385
91,92,0.5159928885180101,1.3742548461111341
92,93,0.5003931915560431,0.9530444066478817
93,94,0.520268891423522,1.1603526860132127
94,95,0.5610114479334102,0.8144653594879087
95,96,0.49452100781888997,1.2878605588945842
96,97,0.5271514647688562,1.267678879358188
97,98,0.5027150001275446,0.9181625786086242
98,99,0.5024603488435689,1.2225485005638075
99,100,0.5201030713150026,1.55023847835396
100,101,0.5406856446603364,1.6228725650461617
101,102,0.5105920948591185,1.308506926937861
102,103,0.4967696201335454,1.2961323530579318
103,104,0.5625341078488926,1.5487091726770918
104,105,0.5253032588978281,1.5204189181484595
105,106,0.5090609212487419,1.3866997932556098
106,107,0.5104639707724047,1.4617548112259182
107,108,0.582063670127289,1.4083273610611537
108,109,0.55619522377418,1.0905201414857575
109,110,0.5077725999225065,1.4657395715584496
110,111,0.5293472199285071,1.5182119116396129
111,112,0.51547840319558,1.586091965123384
112,113,0.5183613348711197,1.663559495659922
113,114,0.5335146537619226,1.4634262781500638
114,115,0.518325406571172,1.638826456999701
115,116,0.576625478698791,1.6539041469832938
116,117,0.5313217244793005,1.8955687894700524
117,118,0.5363999231715784,1.6034647570045772
118,119,0.5745300794764283,1.4127805809077914
119,120,0.5449044132798418,1.8914648316434783
120,121,0.5425088457030159,1.6774755307997695
121,122,0.5167076600430272,1.5380066167787165
122,123,0.5384327682769692,1.5391778792954518
123,124,0.5656555099767666,1.0707746245944967
124,125,0.5390187783612315,1.5677081321689015
125,126,0.548695512369683,1.5676837833206316
126,127,0.5561658154077161,1.4605345429445735
127,128,0.526029083792181,1.4765032402954563
128,129,0.5572800650338985,1.1631602450369116
129,130,0.5768621453654573,1.2889339172305587
130,131,0.5783803849073775,1.8577641916530345
131,132,0.5887252742805186,1.965600207671971
132,133,0.5655711665166565,1.408867693668556
133,134,0.557045274280519,1.3562561054723357
134,135,0.5479441054559753,1.1790425072392385
135,136,0.5695800987047909,0.8116437866350632
136,137,0.5898218254919777,1.5959865468403023
137,138,0.5219541535693971,1.5163660679602313
138,139,0.5832984897657285,1.805934580964949
139,140,0.552724295431718,1.6560428234895985
140,141,0.5862752430025431,1.7074424593722475
141,142,0.5501918736053997,1.4843026006515911
142,143,0.5503571525867222,1.645733597940338
143,144,0.545925464256261,1.611458367005528
144,145,0.5393323305553666,1.908305469116491
145,146,0.5187792305253645,1.5628772227089844
146,147,0.5314015345035581,1.7670008408797826
147,148,0.5671699279574113,1.9560877802130394
148,149,0.5545252718876021,1.7324646044455334
149,150,0.5031579318030842,1.8227080085122573
150,151,0.5468736556847595,1.9482111158987923
151,152,0.5947961063961362,1.9351339975263706
152,153,0.5762498101092874,2.000632827993266
153,154,0.6106572752206798,1.80409040477851
154,155,0.5546214671617731,1.1106024411673059
155,156,0.5710119433401023,1.8636437917131938
156,157,0.6329642617608253,1.612164943189713
157,158,0.5744364912184837,1.5588012391175021
158,159,0.5858665970169948,1.3285034030810268
159,160,0.6291736196209503,1.1452412112449895
160,161,0.6062058178006325,1.3270891523604582
161,162,0.5635744806216268,1.1979383962090782
162,163,0.5642330448228594,1.2534859020128577
163,164,0.5769160366614341,2.062855744066243
164,165,0.5757443603805865,1.2943827018089489
165,166,0.5732974099042494,1.5638263886663801
166,167,0.6028342785962713,1.290515510443755
167,168,0.6127107071737737,1.8212725492138304
168,169,0.6075003560223182,1.8272117566138149
169,170,0.5894000987047909,2.228295225818046
170,171,0.6224414863901359,1.979661163506294
171,172,0.626856546510656,1.551829502960753
172,173,0.5622974700672848,1.5743590828688268
173,174,0.6232013853774582,1.1488349689040072
174,175,0.6243176984997538,1.4342086997577446
175,176,0.6197108442502601,1.351254057928636
176,177,0.5857371549796387,1.7561500279833833
177,178,0.6333920828095054,1.6216841993819855
178,179,0.6313773257270182,1.3233256326850227
